TEXT_TWEET,SENTIMENT
Estoy bien feliz de que mi maleta solo pesa 15 kg 🤩,0
"Cuando viajo me gusta subir todas las fotos en esos días o un día después, porque ya después de varios días como que ya no me gusta 😂 estoy bien pendeja",0
"Amigos qué pedo con qué ahora quieren que todo sea de sábila, estoy bien sacada de pedo",0
Estoy bien pinche marcada como puta vaca.,0
EL BAILECITO QUE HACE NO ESTOY BIEN https://t.co/i1laFMNI5G,0
@Harry_Styles Gracias por existir,0
"Te amo amor mío, gracias por existir #HappyBirthdayHarryStyles https://t.co/rApYfONba1",0
"Creo que todo está a mi favor, 
la vida me ha vuelto a sonreír;
y voy a darme otra oportunidad,
yo también merezco ser feliz.",0
"Coordinador R. Te doy las gracias por estar en campo junto a nosotros por todos los momentos las experiencias, a estas alturas las palabras sobran ya que no existen tantas para agradeciere TODO tanto profesional como personal 👏🏻♥️ https://t.co/zgRRwh8KqL",0
"Nunca cambiaría lo que viví con 1d, los mejores momentos de mi adolescencia, solo puedo decir GRACIAS POR EXISTIR #7YearsOfOneDirection",0
Gracias por existirrrr https://t.co/cWa9OD1FMh,0
no estoy bien https://t.co/O4g3v8i7hD,0
"Físicamente estoy bien, emocionalmente no https://t.co/mgIVvlNZBx",0
Un fin de semana hermoso al lado del hombre que amo 😍 aww no pude tener un fin más lindo gracias por estar siempre conmigo amor Te Amo 💗💛💜💙💚,0
@AlejandroDJGR te amo más mi amor hermoso eres lo mejor de mi vida gracias por estar conmigo te amo bbee 💗💜💙💛💚❤️,0
@Anniie1107 te amo más mi amor hermosa eres tu la mejor de todas gracias por estar conmigo ❤️💙💜💛💚,0
"Algunas veces me sorprende mi capacidad para demostrar que ""estoy bien"" y que nadie se de cuenta de eso",0
"@m_partarrieu Quizsd provocador, esperando la reacción de un pueblo dolido. Excusa perfecta para victimizarse y poner en riesgo la elección de la constitución.
Miente, miente que algo queda...",0
"vos volves solamente para confundirme pero bebe ahora estoy mejor, que todos vean a la wacha que perdiste🤗",0
"@MauricioRojasmr @PCdeChile @carmen_hertz @Hugo_Gutierrez_ @Diputados_PC @brigadachacon @daniel_nunez_a @boris_barrera @amarolabra @RNuevoMundo @elsiglochile @Carlos_Insunza Si lo dice el camaleón de rojas 🙄, el que ""miente miente que algo queda""",0
"""Miente miente que algo queda""? O "" es mas fácil pillar a un mentiroso que a un ladrón?, en este caso las dos cosas son atingentes! 
Ya sabemos lo que se publico en el NYT y Piñera piolita el desvergonzado! https://t.co/ITpAMS4dWU",0
Creo que estoy mejorando 💆🏽‍♂️,0
díganme que no soy el único 😩👌🏻👌🏻👌🏻 https://t.co/gi3G7Ihpci,0
Gracias por existir @sanbenito,0
Que aburrida estoy mejor me voy a mirar mi serie :(,0
Yo en pedo // yo cuando me preguntan si estoy bien https://t.co/v1wRHPeK2d,0
"@Lxghtburn 📲: Solo he estado trabajando mucho y durmiendo poco. Nada más.
📲: Estoy bien, sí. Tranquilo. ¿Y tú?",0
"@Follie_a_Trois hace minutos—. Creo que estoy bien. Quiero decir, altos y bajos como todos los días. Pero especialmente hoy, más arriba y de mejor humor. —Sonriente, está conforme con lo que acaba de decir—. ¿Y tú? ¿Todo bien?",0
"@SECONDXNCOMMAND observa de manera general las acciones de Maeve. Relame sus labios y mantiene la espalda recta, diplomática. Mira sobre su cabello, donde algo brillante capta su atención de forma inmediata. Una falta de respeto, por supuesto, pero inevitable de hacer.",0
"@Lxghtburn 📲: Bien, estoy bien.
📲: ¿Y tú?",0
"@Lxghtburn 📲: Hazlo y me cuentas.
📲: Me pareció interesante, fuera de lugar y también irreverente para la época.
📲: Estoy bien. ¿Tú?",0
No sé si estoy bien o mal,0
"HIJUEPUTA TE AMO, GRACIAS POR EXISTIR @RuloMusica",0
"Llevo media vida cocinando pero todavía me enchimbo cuando me toca picar algo en cuadritos.

Díganme por favor que no soy el único.",0
"meterme en mejores amigos, necesito desaburrirme y ver que no soy el único que ahora lo frecuenta",0
Naaa Solita estoy bien gracias,0
"Enamorarme No muchas gracias 
Estoy bien asi !!!!!",0
@la_karenco vos si te la echas buenisimas jajaja no estoy bien Solteria sin compromiso jajajjaaj que mate de risa,0
Jajajaja que chistoso asi estoy bien gracias Solterita sin compromiso jajaja cabal te la echas buenas vos  https://t.co/XT9OkmnFvy,0
Deja a abril y Veni conmigo 😍😍💕❤👐 — Estoy bien con abril!!  https://t.co/P7lvSfGsdJ,0
Antes si? — Nooo ya está... estoy bien ahora. https://t.co/VNqi795MCl,0
Como se llama la afortunada? Jajaj — No importa esoo!! Estoy bien y comodo!! https://t.co/5AGV5Zdxhm,0
"De por si estoy bien pendejo para reversear, y ahora sin prácticar, no cállate",0
@lenasnirvana Por suerte estoy bien lejos trato de hablar por los demás,0
Cinco minutos estoy bien y el resto del tiempo me la paso llorando.,0
"Un #doodle rápido. Resumen de un par de cosas que hice en 2018. 
Muchas gracias por acompañarme un año más y ayudarme a continuar este extraño camino se vivir contando historias 💖💖. Que mis ideas conecten con otros en siempre lo mejor de cada año nuevo para mí. 
Feliz 2019! 😊 https://t.co/O84B0m8jgF",0
Si me ven parezco muerta estoy bien pálida 😩,0
ala estoy bien fea entonces https://t.co/LFS28w0Lcq,0
"Y no yo no cumplo y no es algo que me da orgullo porque no estoy bien, pero dejen de estar pendientes de los demás y cállense el osico",0
estoy bien gorda :(,0
"Update:
Hablamos de cositas de música, de cosas que está produciendo y así
Y me siento super tonta porque estoy bien oxidada en esos temaaaas :(",0
"Ya estoy bien harta de mi casa 
Quien me adopta?

Soy pet friendly y creo que chidilla 

Ayuden a esta pobre alma en pena",0
Hoy estuviera rumbo a españa pero estoy bien pendejo 🤣,0
Estoy bien harta de estos cursos y todavía ni empiezan,0
Ya estoy bien lista para valer madre en cognitivo,0
Quisiera ser una chica sexy pero estoy bien meca,0
Estoy bien orgullosa de mí porque acabo de participar en el rescate de un perrito recién nacido,0
"Mi hermanito acaba de subir un cover de Seven Nation Army a YouTube, estoy bien orgullosa porque él solito se grabó, editó y todo el pex
https://t.co/8LJH5HCwPZ

PD. No está tan chido su cover",0
"Cuando le ofreces un chicle a una persona que trae mal aliento y te dice “no gracias, estoy bien” ¡ Weeeeey no estas bien, te apesta el hocico ! nos haces daño a todos con tu fétido olor",0
"De repe me agarró tomándome fotos y ahorita las estaba viendo 
Que pedo, estoy bien guapa",0
"Estoy bien pendeja, siempre veo en el pedo a un vato que se me hace guapo y digo hdsptm x k no me habla y ya encontré su fb y dije obvio yo no lo agregaré, solo quiero chismear y que me aparece confirmar/cancelar jajajajajajaja vengase chikito 🥰",0
"Me puede gustar un chavo y jamás lo va a saber wey estoy bien pendeja para ligar, pero algún día chikito me pondré tu playera terminando de coshar. Ya dije !!",0
Normalicen por favor “v” en vez de “?” Porque estoy bien pendeja y siempre me equivoco ☹️,0
"no estoy sola xq no me quieren, estoy sola xq no existe nadie como él y si no es así no quiero nada boe https://t.co/6gqwZDKsM6",0
"Estoy bien, estoy bien, estoy bien🤦‍♀️",0
jsjsjsja me cae que estoy bien idiota,0
estoy bien inútil 🥴,0
"Gracias por acompañarme a comprar cosas de niña, hay que ir a comer otra vezzz🤩",0
"La neta estoy bien enojada contigo por lo de mi cumple, pero llévame por sopes y te perdono, tqm:3",0
Jajajaja si estoy bien loca pero me vale madre,0
"Mi coach de la uni me agregó a fb, que oso se dará cuenta que estoy bien pendeja",0
"Hoy rendí, aprobé y me dormí una siesta furiosa. Ahora duerme tu vieja.",0
La netflix estoy bien bonita y soy cool 🤩✨ https://t.co/wSS0jhBaqF,0
Me tomé un té laxante y no me hizo efecto 😒,0
Estoy bien marrana 😩,0
Me tomé un té laxante y me duele la panza jajaja 😂,0
"Viendo mis recuerdos de fb confirmo que insistí tanto que la vida me dijo: ""ten ahí está tu chingadera esa"" y aquí estoy bien Felipe y con tenis 😍✨💛🙌🏼",0
@emecepalestino Jajaja lo prometo 😌love u 💛 gracias por estar siempre,0
"@macho_cabrio Estoy bien pendejo, me despedí con la mano cuando empezaron los adioses, como si me pudieran ver...",0
"Díganme que no soy el único que cada vez que ve las palabras ""mujer transgénero lesbiana"" le da un ataque de risa Involuntaria.

Díganme qué ustedes también.

Díganme que no estoy solo.
#calvinklein https://t.co/q75TXp4fWp",0
"FELIZ DÍA A LAS PERSONAS NO BINARIAS

Gracias por Existir 🤘🏻🤘🏻 https://t.co/B8vMo8E1r2",0
Estoy bien orgulloso de mi andy 🥰,0
"Mi compañía favorita, estoy bien encantada de coincidir contigo 😍 https://t.co/syXJe0FbHx https://t.co/3FNG4ZriVe",0
Estoy bien feliz por Andy y Kevin.,0
@cecytxrres @Habbit1802 Iba a decir que yo pero ciertamente sólo lo digo cuando ya estoy bien pedo,0
Se me olvidó el par de tenis que más uso en la facu 😭😭 estoy bien wey,0
"Y que a doña vga se le ocurre hablar a Brasil y ella bien chingona pregunta que si hablaban inglés y pos resulta que no!!! Así que mi corazón empieza a latir a mil por hora porque tenía que hablar en portugués y numa, estoy bien rusty!!!",0
Estoy bien puesto pa lo mio,0
"@LordMoux Yooooo sii, es que estoy bien cansadoooo",0
Mera woo si estoy bien no me hablen ni me pregunten por gente que ya no esta en mi vida me cago en na 😂🤦🏻‍♂️,0
"No mamen, estoy bien salada! 😂😂😂",0
Pues yo estoy bien feliz porque conseguí vestido para la boda 💃,0
"LA MAKINA DE GUERRAAA, el neneee mío, te amo cc bb y estoy bien orgulloso de ti❤️❤️ https://t.co/9eyeoURZr2",0
"gracias por ser 9 universos únicos en mi vida y en la de stay, gracias por ser nuestro refugio, por hacer todo lo posible por hacernos felices, por alegrarnos, gracias por existir.. gracias a cada uno #STAY1stAnniversary https://t.co/hxqFRwhhZp",0
"@__disolvedgirl ""Oye vieja estoy bien, disfrutando con el Benja"" 🤣 Definitivamente me quedo con el madafaka https://t.co/N1KEnSDWiQ",0
"@gata_Mar87 Yo, hace poco me separé pero estoy bien si..",0
"Miente miente, que algo queda",0
ESTOY BIEN EMOCIONADA AAAHHHHH,0
"Al igual que la mayoria, ando mas sensible de lo normal producto de todo lo que ha pasado en el pais. Hoy, salí a caminar un rato para despejarme, luego de unas vueltas me topé con una abuelita que estaba vendiendo alfajores en 14 norte, al verla se me cayeron un par de lágrimas",0
Ya sé que no me siento ni estoy bien,0
"Quería ocultar un chat para no abrir el mensaje y como estoy bien pendeja mi puto dedo abrió el mensaje, f u bro",0
"@daiela_idk Como me odio alv, estoy bien estúpida AAAAHHHHH",0
Con estos consejos ya estoy mejor jajajjajajajajajajajajaja https://t.co/2LQVlruN93,0
A ratos estoy bien y a ratos me pongo mal. Quien me entiende,0
"#TalDíaComoHoy, en 2008, se publicó la primera edición de #A3MSC. Desde entonces han nacido y crecido otras historias, pero la historia de Babi y Step han dejado huella en muchos corazones.

¡Gracias por acompañarme en este maravilloso viaje!

#TGDT #TresVecesTú #FedericoMoccia https://t.co/2UqvUpuKvp",0
"Van a venir mis amigas y estoy bien feliz pero tengo musha flojera de bañarme, si me quieren que me acepten",0
"@PaamPerales Ay Pame!!! Jajaja aún pienso que tu risa es mejor por mucho! Gracias por acompañarme, te quiero ❤️",0
"@EmilioLozanoo gracias por estar, te amo!!❤",0
Ya estoy bien harta,0
"@BolanosMartha ¡Absolutamente espectaculares! #NuestrosNiños son lo mejor de lo mejor, TODOS... 👧🏻👶🏽👦👧🏼👶🏻👧🏽🧒🏼👶🏼🧒🏻 ¡Gracias por existir!",0
"@Rodrigo76312660 @Sant_VallejoVas @cesarmontanog @armejiasalazar @lacentralec @uasbecuador @GermangrandaAa @ravila67 @cahuasquic @UDLAQuito @uotavalo Gracias por leer esta obra, espero sirva de ayuda! Un saludo especial!",0
@SofiaOL10 Fuga!! Yo estoy bien puesto 💃🏼,0
Estoy bien quemado :/,0
Ahora si ya estoy bien feliz 😁,0
Ahora si ya estoy bien feliz :D,0
"@PaolaMajalca jajaja, creo que no soy el único muajajajaa",0
A veces estoy bien estupido :S,0
"Me siento tranquila porque estoy bien representada, @jaimebreilh Rector de la @uasbecuador @AlexRemache https://t.co/jKg99b1ZJZ",0
"encima que hoy no estoy bien, todo me va a salir mal dios",0
"no quiero personas tóxicas en mi vida, estoy bien así",0
"Estoy bien y tranquilo, faltan algunas cositas y algunas personas pero me siento bien!!👍🏾",0
"Si los que quiero están bien, estoy bien.",0
"@belenvillafane1 a veces subis cosas tan turbias que no participo porque siento que si participo no estoy bien de la cabeza, pones cosas tan raras que ninguna puedo votar 😭😭😭 en fin, igual t hamo",0
"Me di cuenta que estoy mejor cuando él no me habla, ahora me re cambió el humor, ahora estoy re fastidiada, deja nomás",0
"❤ holi, espero que estén bien, y perdón por no estar, espero ya mañana estar un ratito, decidí descansar porque anduve muy resfriada, ya estoy mejorcito... https://t.co/sOZ5xMZRuT",0
@OsoAventuroso si estoy bien jaja es que digo casa porque no tengo uwu,0
Perdón si hay días así en los que no quiero hablar con nadie.,0
"Juro que yo no tengo problema para estar sola, no me importa, no me interesa!! Estoy bien así.",0
@Agostina_Noemi Yo soy esa gente? Jajaja te amo. Gracias por estar conmigo. Te amo te amo,0
"Me abrazaron sus muslos perfectos y el mundo se paró. 
Se me paró todo; Pero, el mundo es lo importante.",0
"Repitan conmigo: NO SOY EL ÚNICO EN NI UNA HUEÁ, ES IMPOSIBLE CON LA CANTIDAD DE GENTE QUE HAY EN EL MUNDO. SOLO NECESITO ATENCIÓN.",0
"@MorochaHueca4. No quiero ser de los petes que quieren seguidores, estoy bien con 5",0
Mi lugar favorito en el mundo soy yo cuando estoy bien .🤗,0
"Estoy bien en mi lugar
Nuevo tema trueno y underdann",0
"Gracias por estar siempre, tus temas,tus videos,tus fotos,todo de vos me encanta,y gracias a vos hoy estoy de pie ❤ @MateoPalacios19",0
Asi estoy mejor,0
"Jajaja iba para mí trabajo y alguien se tropieza y corre como 10 cuadras hasta que se cae, se hizo mierda pobre, jajshsjabajaj por suerte estoy bien, solo tengo las rodillas raspadas",0
3 días haciendo ejercicio en casa y ya estoy bien jodidamente molido,0
@rodafa33 Amor porque lo eres. Te amo y gracias por estar ahí. 🖤🔥,0
"@rodafa33 Mil gracias mi amor!!
Gracias por estar ahí y hacer de ese momento algo inolvidable.
Te amo con todo mi corazón.",0
Estoy seguro de que no soy el único al que no le gusta la navidad 🎄 🤮,0
Va a llover y estoy bien emocionada🤩,0
Yo estoy bien feliz con mi cédula terminación 5 😜✌🏼,0
ESTOY BIEN FELIIIIIIIIZ 🤩😍😌😳 bye.,0
Tengo una depresión horrible después de ver Avengers End Game 😔 juro que estoy bien triste,0
Estoy bien en shock con la novela broder.. No puedo con tantas emociones,0
Estoy BIEN orgullosa de mi Panamá 😩❤️,0
"Acabo de ver Avengers Infinity War y no pienso spoilearlos, está muy pasada pero estoy bien cabreada🙂",0
"Salí a caminar por ahí y me llamó la atención altos cachetes que sobresalian a unos pantalones caídos. Fue una sensación muy sugestiva, no me pude aguantar, me acerqué a comprarle algo y lo chamuye... No soy de encarar pero la situación me llevó y hoy nos encontramos.
😈🍆🔞🍑💦 https://t.co/38QeA10QMS",0
"Me senté a estudiar, y automáticamente pensé en merendar, saque la sandía de la heladera, llame a mí abuela por teléfono, me volví a sentar a estudiar.
Me acabo de acordar que deje la sandía hace una hora fuera de la heladera. 
Yo no estoy bien de la cabeza 😅",0
*estoy bien* *estoy bien* *estoy bieeeeeeen*,0
@WanderleyCh @josuferal GRACIAS POR EXISTIR Y PENSAR ASÍ! ❤️😍,0
Los leo a ustedes y me quedo tranquilo porque no soy el único demente.,0
"Estoy bien, me río y me divierto, pero en el fondo siento un vacío que no desaparece aunque esté riendo a carcajadas.",0
Por lo menos no soy el único q no tiene disfraz tdv,0
Ayer no pude safar pero estoy bien gracias https://t.co/wz9HeTKt2I,0
@juliselinger23 Gracias ya estoy mejor☺,0
"[porque es rival directo de mi club y jugador favoritos] con que pierda, estoy bien. https://t.co/dzxD0pqhQT",0
@jessicabrisso11 Yo se que si morshis gracias por estar pendiente te quiero también 😇❤️ Dios conmigo y con ustedes también,0
"Mama. 
Gracias por estar conmigo 
Incluso ni cuando yo misma me quiero.",0
"@rjricharddiaz Nada, aquí estoy bien 6AM",0
"@2010MisterChip gracias, asi estoy bien.",0
Y se acuerdan que ayer estaba enfermita? Hoy amanecí igual pero ya estoy mejor ❤️,0
Ptmmmm estoy bien indeciso,0
"¡Nos divertimos miiiiil con el #RazeLive de hoy! Gracias por acompañarnos, nos vemos el próximo martes 😏😏. https://t.co/4sBP50pUDo",0
"Todos 'Uh rompiste el auto' HERMANO EL AUTO SE ARREGLA,LA PLATA VA Y VIENE. YO ESTOY BIEN,MAS QUE PUNTOS,Y NADA MAS",0
"Te comprendo, me pasa lo mismo. Fuera de eso, estoy bien. 

Intenta descansar un poco más si puedes y sino, un buen café para pasar el día. https://t.co/tSzKVyNRdh",0
No soy el único que piensa que el clima de la CDMX es una broma https://t.co/KQkQLzUFop,0
"@agustinolaya No gracias, estoy bien así 😊",0
@KimberlyLoaiza_ Yo estoy bien así que ya fue lo demás https://t.co/BGeYgI51YX,0
"@TonantzinFdz @Gerardo77044194 @CiroGomezL @MBarbosaMX @Biestro @informativo217 @macuilv @OlgaRomeroGC ""Libertad de Expresión""....miente que algo queda.",0
"estoy bien c todo menos conmigo misma, q pacto hay q hacer para empezar a kererse¿",0
@LudmiBatista Te amo y gracias por estar siempre!!! Pero maina hoy no quiero salir jaajajaj,0
@Julihuracan75 Te amamosssss y gracias por estar desde el dia 1 mi reina!! Y van a cobrar lxs 2😡😡🤣,0
@LudmiBatista Gracias por estar desde el dia 1 mi reina! Te juro que agradezco tanto que estés siempre ahí firme para nosotras! Te amo con el alma mi Lulu siempre así de juntas💖,0
"¡Bienvenido a Tijuana @Faitelson_ESPN, el estadio Chevron es tu casa! 🏠⚾️
¡Gracias por acompañarnos en nuestro cierre de temporada regular!
#TorosImponentes🐃 https://t.co/9Cvw0bVc4R",0
En el Círculo de Espera. La última del 2018. Gracias por leer y gracias @Expresoweb https://t.co/0u7okU4VEX,0
"Yo no soy la mujer perfecta, pero soy la mujer perfecta para ti porque estoy bien hecha a lo natural❤️ @badbunnyPR",0
"@paolamcva Pao bellaaaaaaa, manita gracias pues, yo tambien estoy bien agradecido por tener una amiga como tú! Esos lonchesitos con mi tia pronto vuelven, veras! Hazme caso mas seguido y en el amor te podria ir mejor JAJAJA me baso en hechos pa decir eso 🙄 se te quiere harto Paito!",0
Puta estoy bien triste. Triste como la conchasumare,0
Una ex compañera de la facultad que no veo hace 4 años me escribió preguntándome si estoy bien porque me ve triste en la foto. Amiga sentate que te cuento.,0
Oe estoy bien malditamente sentimental ultimamente uu que xuxa me pasa 🤬,0
"Yo tenia una simple herida, nada del otro mundo y digo que estoy bien es po que estoy bien.",0
"Desde mi accidente voy es en caida durisimo, ya casi no sonrio, todo me sale mal y mi respuesta a todo es un estoy bien porque fisicamente lo estoy, pero mi vida esta hecha una real mierda.",0
"No estoy bien, pero ya me da lo mismo.",0
"@Cuicodiz Gracias por estar siempre conmigo, sos lo mejor! Te amo gor😍",0
@Cuicodiz Gracias por estar siempre💖  🍻,0
"no estoy bien, pero lo estaré.",0
Estoy mejorando muchas en mi y me sorprende un poquito la tranquilidad que tengo.,0
No estoy mejorando nadita,0
Sigo esperando mi turno en la ducha y ya estoy bien tarde ptm.,0
Después de dos semanas al fin estoy mejor. Toy lista para mi limonada frozen 🤔,0
ya no se si estoy bien o mal,0
"@Alejand32309451 @DanielaLarrosa8 Jajaj ya estoy mejor, al menos dejaron de sangrar 😂",0
"@Luciiperalta23 Te amo! Gracias por todo, sos la mejor persona del mundo y gracias por estar en mi vida, me haces super feliz, te amo mi amor❤",0
No soy el único que fue trolleado por ANONYMOUS EL VILLANO,0
Ya estoy bien harta de esta awebason,0
"Estoy bien, gracias por sus llamadas de amistad. Al parecer a alguien se le hizo chistoso mi deceso....

Ahora si que #fakenews 🤷🏻‍♂️",0
"@ew_dianna @allthesemailos @DeLaBarcaAndrea @jhopexplicit_ @harryscartissue @EmilioBondoni @jacquelinegamu @ame_tahi @kenyaadrii @LaNutriaTuan666 @sheissunset @heyislxVana @angelicgideon @emiliojoto JAJAHDJAJSJAJJW NO TE DIGO QUE ESTOY BIEN MENSA, chale",0
"Asies, estoy bien pinche alta para mi edad 🤘",0
Estoy bien puto envergado,0
Estoy bien puto emperrado hoy,0
Yo lo hice y estoy bien feliz por qué me salieron mis personajes favoritos de cada serie https://t.co/aj4xrwVkLz,0
Una vez pensaron que mi hermano era mi hijo y pues yo estoy bien negro y el bien wero tons no hay punto de comparación https://t.co/H2kDv07KCQ,0
Me re dormí una siesta y me desperté con un re dolor de cabeza lpm,0
Jajaja decís que no sabías como sacarme de enzima y vos me buscaste siempre y me insistías para que vaya a dormir con vos 💁 payaso  como estoy bien si vos y pude hacer mi vida no sabes que decir. Ah pero yo soy la cualquiera? Jaja siempre te respete mientras estuve con vos .,0
Ya son 118 contagios y una defunción por el CoVid19 en México. El presidente presume sus imágenes religiosas. Y los diputados se aprueba su reelección. Los detalles en @imagenZea por @ImagenTVMex Gracias por acompañarnos. https://t.co/QGX8C4CGql,0
@AnchorenaSolci Siempre para vos hermosa❤ y gracias por estar siempre para mi,0
"Estoy bien puesta para la medalla 🎀
#2018promete",0
Jesús: Se nos fue a la mierda la joda mamá. Deciles que me re morí que para el domingo estoy mejor. #ViernesSanto https://t.co/82hkx8j2ax,0
Feliz cumple al mas histéricoooo 😍 ya sabes todo te amo una banda leito gracias por estar cada siempre Así siempre 🐷 https://t.co/JNJYxPkiLG,0
Estoy bien bellaca y quiero agarrarle la teta a un unicornio,0
siempre que no me quiero ensuciar cuando estoy bien cambiado me ensucio el doble,0
Amo como Héctor me llama para preguntarme si estoy bien y de la nada sale una conv super deep + random una canción bien vieja de white noise.  En otra vida es mi alma gemela lo juro.,0
ami nadie me espera llego al amanecer y te traigo esta sandunga para que sepas que estoy bien,0
"seokmin tiene un chingo de energía y la neta lo amo mucho, seokmin nunca cambies gracias por existir  https://t.co/dKToyk1HcG",0
"[230520 | TRAD] Comentario de #SCOUPS en Weverse:

💎: ""Coups.. solo no puedo encontrar las fuerzas para ver tu documental ㅠㅠ""

👑: ""Estoy bien ahora, así que míralo con la mente tranquila"" 

Trad. Ing: svt_verse
Trad. Esp: S.Coups Argentina
#SEVENTEEN #에스쿱스 @pledis_17 https://t.co/DQ1ZPfro3c",0
"Gracias por existir Cheol 💕
 https://t.co/sRqIbEILVV",0
"@IDL_Rivera @Jorgeayulo Miente, miente que algo queda, ibas a clases, o recibias clases virtuales? je, je, y esa foto Historica de Alberto Fujimori pintando y borrando pared con la hoz y el martillo, todos los dias pasaba en el carro y veia las pintas, y botaron a tucos, @IDL_Rivera la típica de tucos. https://t.co/AtuQBt5D5c",0
@juancarlitos De ladito? 🤭😅 Ay no Me hagas caso estoy bien menso 😅,0
"Estoy bien bonita ,me voy a presumir sola ya que nadie lo hace 🤩🤣",0
yo digo que estoy bien y ustedes??? https://t.co/kYd2KDFIih,0
@Lunii_fer03 eee no se decile que cualquier cosa yo estoy bien,0
La conexión hermosa que tengo con mis amigas no lo cambio por nada ! Amo que me conozcan tanto ❤️gracias por estar en las buenas y las malas,0
"@claudiobustam @TorosCelayaCD @TMFCoficial @TudnRadio Fuerte abrazo hermano, gracias por estar🙏🏽",0
Hay días así. https://t.co/fBaugNImMc,0
"Ahora cada momento cuestiono si estoy bien o mal... si de verdad lo que hago me agrada. 

🤯",0
"@Skiuberr Exacto, hay días así nomas",0
De 24 horas estoy bien 10 minutos.. 😢😭👎,0
Aunque nunca me lo preguntaste Estoy bien,0
"Belen me manda un audio con tomi diciendo de que No estoy sola , porque tengo a los hermanitos Aguirre . Los amo TANTOOOOO! ❤",0
Estoy bien @HuesitoRnr https://t.co/37fvxFz1P8,0
Estoy bien conmigo y no necesito nada más.,0
@N_Vader20 gracias por estar en las buenas y en las malas te amo ❤❤😔,0
Díganme que no soy el único que escucha música celta porfavor,0
Díganme que no soy el único a quien si le cayó bien su personaje https://t.co/VTvetE5GVx,0
"@JackySorianoD Ay, para tu mala suerte estoy mejor jajajja",0
@andreanmejia1 Es que si estoy bien guapo ggggg,0
"Ahora que estoy bien todos los falsos se van a acercar todos los falsos.
Nunca olvidarse de los amigos que siempre estuvieron familia32.",0
"Gracias por estar siempre, cuando más lo necesito! 🌈🌞",0
feliz día a mi gatita favorita! te amo c/ el alma y espero tenerte cerquita siempre. gracias por existir 🥳 https://t.co/n8vHLFQJye,0
"Que hermosos los papás de elis , me abrazaron y me dijeron que me extrañaron un montón 😭😭🥺 , los amo un montón 😭🥺🥰♥️",0
Gracias por estar! https://t.co/omt0ovMZLG,0
"La neta estoy bien wey, me entretuvo el crossover de Chicago Fire y PD , pidiendo comprar antes",0
cuando estoy bien arrebatá y me hablan demasiado https://t.co/yFzshlmz6R,0
@lapichaera_ full pero yo no puedo coger una nota así se asquerosa afuera de mi casa. I don't trust anyone THAT much pa tirarle esa responsabilidad de que me cuide porque estoy bien loca,0
"Gracias iara por existir, gracias por estar despierta a estas horas cuando estoy en crisis JAJAJAJA",0
"Nuestras niñas, niños y adolescentes sufren violencia en sus casas, escuelas y calles. La consulta del @INEMexico arrojó estos datos alarmantes. Qué hacemos por la niñez?  Les comparto mi columna en @InfluyenteCDMX  Gracias por leer, opinar y compartir @chamanesco @lopezobrador_ https://t.co/Ys7YKNthO5",0
"@lapichaera_ ya estoy mejor, baby
 comí, me preparé y wa prender ahr a ver",0
"@teleSURtv Qué viva Telesur, gracias por estar del lado de los pueblos!!!",0
"Escribí sobre esa tendencia de la #CuartaTransformación a destruir lo que encuentra a su paso, sin saber con qué lo va a reemplazar o a quién va a apachurrar.

Gracias por leer y comentar y RT y FAV y compartir y existir.

https://t.co/3KtDocEvgm",0
"#Maradona : ""Estoy bien acá en @Dorados, encontré una familia (Hank) que me adora, tengo jugadores para subir más el enchufe que le pego yo a las charlas, los chicos están esperando la charla mía para ver que les voy a decir"". https://t.co/2bpjQk8u0n",0
@thenbhd gracias por existir muchachos 💗,0
"en febrero TOP se va al servicio militar y en febrero cumplo años, estoy bien con mi regalo:)))))",0
"Nunca pensé hacerme gran fan de alguien, ahora me veo festejando con ustedes su 7mo aniversario, gracias por estar juntos hasta el día que me permitieron conocerlos. Haré un mejor video la próxima vez

#7thYearsWithBTS #BTS 
#7ToEverityWithBTS  @BTS_twt https://t.co/ANiX4ax38m",0
Gracias por acompañarme 👍👍,0
@flxxxxrcitx Naaa tranqui ya estoy bien amiii te amo,0
"No pasa nada, todo bien, estoy bien, no importa, y más... ahre https://t.co/LkYn1TLkug",0
"@Mineduc cagaos ql no me dieron ningún beneficio, no soy el único que los detesta",0
¡Gracias por acompañarnos en esta temporada de #PulserasRojas! Revive el capítulo completo =&gt; http://t.co/F2mPkYMLbp http://t.co/qJznzEVma3,0
@fernandasusi05 gracias aqui estoy mejorandome dijera mi abuela jajaja,0
"[14/6 13:34] Mami: Chinaaa estas bien??
[14/6 13:34] Mami: Como te fue en el colegio?????
[14/6 13:35] Agostina 🤘🏽: hola maaaa, me fue bien y estoy bien
[14/6 13:35] Mami: Vistimaaaa
[14/6 13:35] Mami: Cocodrilooo
[14/6 13:36] Mami: Es para salir está noche🤪🤪

yo ya no se 🤣🤣",0
Diganme que no soy el único que se siente solo,0
Diganme que no soy el único que le agarran esos momentos depresivos de la nada y se ponen a pensar millones de cosas????,0
Me he dado cuenta q desde q empezó la cuarentena le he empezado a contar mis cosas a muy pocas personas y la verdad q así estoy mejorrrrrr,0
"Ya estoy bien harta, quiero llegar a dormir",0
